CommitHash,CommitSituation,CountClassCoupled,PercentLackOfCohesion,PercentLackOfCohesionModified,Cyclomatic,CountLineCode,CountLineComment
1a19f4c860fb46d36b380e571b519080d2ac74d6,Previous commit,12.0,23.0,21.0,11.0,14828.0,4157.0
eebbb52e943fa0d07fe8d7aedf99ff130ca6b2ec,Current commit,12.0,23.0,21.0,11.0,14836.0,4157.0
f147fae185669f9f1e66185296ac77c73f94784a,Previous commit,12.0,23.0,21.0,11.0,14836.0,4157.0
c068c94037bc76172b682175878dbdd4c01f163a,Current commit,12.0,23.0,21.0,11.0,14917.0,4165.0
a0ae194f0d0ae6372d3753edc4d090b4ca30b8b5,Previous commit,12.0,23.0,21.0,11.0,14917.0,4165.0
c4e3f39aede22fe823aba0194b970ba643e93303,Current commit,12.0,23.0,21.0,11.0,14951.0,4173.0
9ef0dee4716cd2420859748436e72044f16717b3,Previous commit,12.0,23.0,21.0,11.0,14951.0,4173.0
b1da00db6250351a0fac14c00c5c3f6a8bfb23c1,Current commit,12.0,23.0,21.0,10.0,15241.0,4180.0
2e5a32825f1a3b2f14f4033ecaa10ea0cc81e4a0,Previous commit,12.0,23.0,21.0,10.0,15241.0,4180.0
d936c88b2ecd662569f9f3dc7f12a007608acab6,Current commit,14.0,30.0,26.0,13.0,8415,2825
c236679dfa865af03a75e77a250c7fac0df4236a,Previous commit,14.0,30.0,26.0,13.0,8415,2825
a9e0ab2dcbc6c34912e81c790b6f817ef7cf6f39,Current commit,13.0,22.0,20.0,11.0,15138.0,4119.0
017f9ea5c7fe9027f670e1b49861619ef6b54451,Previous commit,13.0,22.0,20.0,11.0,15138.0,4119.0
8dcd6135e985a390993c726ad60b869ebb6dcd40,Current commit,12.0,23.0,21.0,11.0,14589.0,4057.0
619fb44aa2c29edce9a6c3c74ec055dedd162630,Previous commit,12.0,23.0,21.0,11.0,14588.0,4062.0
bd76d488434597baeae70697aa11cb15f744aee4,Current commit,12.0,23.0,21.0,11.0,14329.0,4017.0
823106ea178fc4d6a287ac2ac9d4fd575b1acb5d,Previous commit,12.0,23.0,21.0,11.0,14301.0,4006.0
367cd63fb6e186def8ca3bd724d8a421af264787,Current commit,12.0,22.0,20.0,10.0,15482.0,4167.0
5b87b4462dcda0de7e24507c0d1c6c654505f183,Previous commit,12.0,22.0,20.0,10.0,15482.0,4167.0
9ef0d96509de15cb69f572815b7ab5665830788a,Current commit,12.0,22.0,20.0,10.0,15507.0,4164.0
91ee66322e33989b638811eae48814788127f701,Previous commit,12.0,22.0,20.0,10.0,15507.0,4164.0
23e3fe5c43705883e4fb9d3ba052dfb1af3f2464,Current commit,13.0,22.0,21.0,10.0,15506.0,4155.0
bad947c160f329ab2f2971fabb4addad76f90c9d,Previous commit,13.0,22.0,21.0,10.0,15467.0,4150.0
35067eb9edecd7c7dd87ac5e141a27bbf0f258b2,Current commit,12.0,22.0,20.0,10.0,15506.0,4164.0
5ac576f2615fc40417a2f55539d5789515846473,Previous commit,12.0,22.0,20.0,10.0,15506.0,4164.0
